accident_count,accident_severity,rainfall_mm,visibility_km,road_condition,traffic_density,hour_of_day,is_weekend,is_high_speed,risk_score
13,1,6.5,4.81,4,3,20,0,0,70.0
10,1,6.7,9.52,4,3,13,0,0,41.9
13,1,28.7,10.76,3,2,6,1,0,66.6
13,2,12.1,8.57,4,3,8,1,0,70.7
15,1,19.0,14.41,3,2,7,0,1,60.6
9,1,34.1,9.84,3,3,8,0,1,64.0
7,1,34.8,11.65,2,2,6,0,0,60.4
8,3,6.0,8.53,4,2,18,0,0,51.6
16,3,45.7,10.7,3,2,16,0,1,95.9
13,1,0.4,4.81,2,1,22,0,0,65.1
16,1,7.1,6.17,4,4,12,1,0,58.5
13,1,33.9,9.4,3,1,10,0,0,60.5
20,1,4.8,9.37,5,2,21,1,1,77.0
13,1,4.8,10.03,2,2,17,0,0,55.3
14,2,5.4,12.4,3,1,16,0,1,59.0
9,2,14.2,2.3,2,1,15,0,0,74.7
18,3,8.7,4.1,5,1,9,0,0,75.1
8,1,19.5,8.92,1,2,3,0,0,72.9
12,2,33.8,5.1,3,3,3,0,1,90.4
8,2,16.8,15.0,4,2,21,0,1,67.4
9,1,3.4,10.06,3,1,10,1,0,31.0
14,1,40.5,7.69,5,2,20,0,0,71.8
15,1,4.6,5.94,4,4,7,1,0,61.8
11,1,2.4,6.08,2,1,8,0,0,44.5
10,1,1.4,8.12,1,2,15,0,0,49.8
13,2,12.4,8.45,2,4,9,0,0,79.1
18,1,1.8,6.17,2,1,22,1,1,82.2
17,3,2.2,6.91,4,2,8,0,0,67.7
14,1,5.4,13.38,5,1,2,0,0,55.9
8,3,5.0,13.54,1,4,1,0,0,87.1
6,1,13.9,9.01,3,4,8,0,0,49.4
7,2,25.5,2.63,3,3,12,1,0,67.5
15,1,21.5,10.15,1,2,5,0,1,77.4
7,1,4.6,14.22,3,2,3,0,0,53.8
8,3,4.2,13.48,3,1,13,1,1,57.4
16,1,50.6,10.94,3,3,10,0,0,80.8
14,2,0.1,13.69,3,4,1,0,0,80.5
14,2,31.8,8.21,4,2,2,0,0,80.1
13,1,3.3,10.51,2,3,4,1,1,79.3
17,1,44.1,5.28,4,1,6,1,0,66.4
8,2,6.3,9.17,3,2,10,0,0,50.8
9,1,8.7,13.32,4,2,11,1,0,36.0
7,2,18.4,5.64,3,2,10,0,1,59.4
18,3,13.3,4.55,4,2,18,0,0,78.0
13,1,5.7,8.39,4,1,12,0,0,40.1
11,1,12.1,7.09,3,3,3,0,0,70.6
19,2,19.7,10.6,3,3,13,0,0,73.7
9,1,0.6,6.19,5,4,11,1,0,39.3
13,1,0.2,14.87,4,3,1,0,0,63.6
9,1,9.2,2.84,5,2,7,1,1,60.0
13,2,2.1,13.01,4,2,21,0,0,63.1
16,1,16.4,4.94,3,4,18,0,1,75.3
14,1,3.6,0.82,2,2,12,0,1,84.7
13,2,8.5,8.95,2,3,20,0,0,83.9
9,1,3.3,6.98,5,3,20,1,0,47.9
12,1,11.9,3.56,3,3,0,0,1,81.0
21,3,1.9,1.27,1,1,4,1,1,98.0
10,2,0.4,7.97,4,1,21,1,1,62.7
11,2,0.8,11.9,4,3,10,0,1,53.7
13,1,46.3,10.34,2,3,10,0,0,79.8
16,2,2.3,8.23,2,3,12,0,1,75.0
6,1,18.5,9.92,3,2,1,0,0,56.0
7,1,1.1,7.89,1,2,18,0,0,48.2
18,1,1.7,2.28,4,3,15,0,0,72.7
16,1,10.7,2.32,3,3,4,0,1,98.0
14,2,9.4,7.19,4,2,13,1,0,58.0
8,1,45.4,7.36,4,2,18,0,1,60.5
13,2,43.5,11.4,3,4,4,0,1,98.0
10,2,22.7,11.03,3,2,20,0,1,86.3
16,2,13.8,10.42,3,3,23,1,1,88.7
15,1,9.1,6.88,3,1,8,0,0,55.1
17,2,6.6,2.48,3,2,23,0,1,98.0
13,1,44.1,9.65,4,3,11,1,1,74.6
11,1,13.9,10.1,3,1,15,1,1,51.7
6,3,13.0,0.2,4,2,18,1,1,82.4
17,1,4.0,4.66,2,2,14,0,0,63.8
9,1,0.7,5.24,2,3,16,1,0,43.9
10,3,43.6,8.47,5,2,14,0,0,71.0
11,1,5.6,4.79,3,1,2,1,1,69.1
8,2,8.8,7.85,3,4,16,0,0,59.6
11,1,1.8,7.16,3,2,12,1,1,51.0
14,1,27.2,7.36,2,1,8,1,0,59.9
14,1,0.4,5.13,4,1,12,0,1,48.0
16,1,26.9,5.44,1,4,15,1,1,85.7
9,1,2.3,3.68,3,1,18,0,0,48.3
13,2,32.6,9.52,3,2,13,0,1,81.1
11,2,19.6,10.28,5,2,7,0,1,63.4
16,3,2.7,4.92,3,3,21,1,0,85.9
11,1,12.5,14.08,2,3,18,0,0,62.0
9,2,5.6,6.74,3,2,23,0,0,69.0
12,2,2.9,14.12,1,1,2,0,1,79.5
15,3,29.4,5.43,2,3,22,1,0,98.0
14,1,7.8,0.2,1,2,20,1,0,98.0
12,2,7.6,9.61,3,4,17,0,0,71.8
12,3,2.8,8.99,1,2,15,0,0,69.9
18,1,7.2,8.14,3,3,13,0,1,67.7
20,3,30.8,5.43,5,1,15,0,1,84.7
13,1,6.8,7.86,4,3,23,0,0,69.5
7,2,45.4,5.95,1,2,16,0,1,82.6
7,3,43.9,6.79,2,2,19,1,1,81.0
11,2,2.3,11.37,3,1,10,0,0,57.1
9,1,2.9,8.74,4,1,12,0,0,33.5
11,1,29.8,10.44,1,1,10,0,1,65.5
14,3,7.5,7.07,4,2,3,0,1,82.9
12,1,0.1,6.63,3,3,13,0,1,51.5
10,1,4.8,3.39,3,2,4,0,0,59.9
8,2,13.7,6.52,5,3,3,1,1,68.1
9,1,24.1,0.2,4,1,0,0,0,76.6
15,1,2.1,5.64,4,2,13,0,1,55.1
6,1,1.8,7.67,3,2,6,1,1,45.5
11,1,38.3,10.25,3,4,9,1,1,76.8
14,2,20.9,6.93,3,3,1,1,1,91.7
9,2,13.4,9.39,3,2,9,1,0,50.8
11,2,22.0,0.2,3,3,2,1,1,98.0
21,2,8.4,7.77,2,1,20,0,0,96.9
10,3,21.3,1.28,2,2,7,1,1,98.0
8,2,7.0,3.17,3,1,9,0,0,52.0
15,1,4.2,7.25,4,2,7,0,1,54.6
10,2,19.6,13.11,5,1,13,0,0,46.8
11,1,8.2,9.48,3,3,17,0,1,56.6
11,2,59.8,8.07,3,2,8,0,0,80.8
12,2,6.4,7.92,2,3,21,0,0,88.6
17,1,38.2,5.15,5,2,8,0,1,69.7
15,3,40.5,5.82,3,1,3,1,1,98.0
10,1,4.2,9.71,4,3,2,1,0,59.9
4,2,24.0,2.46,4,3,13,0,0,59.6
12,1,8.5,10.37,2,4,13,1,0,60.9
13,3,37.4,6.45,3,2,20,0,1,98.0
21,1,9.0,11.3,5,3,15,1,1,68.0
8,1,20.5,11.84,1,3,4,0,1,88.5
12,1,9.4,1.31,3,1,19,0,0,66.7
6,1,3.9,5.67,5,1,22,0,0,34.7
12,1,3.3,4.58,3,1,23,0,1,60.2
12,2,8.3,0.75,4,2,14,0,0,79.6
14,1,21.1,3.87,5,2,20,0,0,67.2
12,1,13.9,15.0,4,4,8,0,0,52.9
13,1,17.5,10.44,2,2,6,0,1,64.5
11,2,5.0,15.0,3,3,12,0,1,68.5
7,2,9.9,11.32,1,3,22,1,0,76.7
12,2,0.7,5.03,4,1,7,0,1,49.5
11,2,25.5,6.47,4,1,11,0,0,61.0
16,1,68.9,10.35,3,2,3,0,0,98.0
6,1,7.8,9.75,3,3,15,1,0,49.7
17,1,0.2,5.69,1,4,5,0,0,77.9
14,2,2.8,1.96,4,2,4,1,0,88.9
13,3,15.9,15.0,4,3,0,0,1,88.9
15,1,14.2,7.44,5,2,13,0,0,52.2
13,1,23.3,6.7,4,3,8,0,0,63.1
13,1,4.4,8.45,4,2,17,0,0,52.9
11,1,21.6,7.03,4,1,5,0,0,47.1
14,2,17.5,8.49,3,1,14,0,0,61.3
7,1,5.8,13.15,3,1,15,0,0,33.6
12,3,11.8,7.5,5,2,7,1,1,68.9
16,1,2.4,3.35,3,3,18,0,1,70.3
12,3,9.0,7.35,3,1,4,0,1,83.5
11,2,32.0,6.14,1,2,13,0,0,74.1
12,2,8.2,13.7,2,2,6,0,1,68.2
9,2,27.4,12.68,3,3,3,0,0,82.1
12,2,13.4,8.43,2,3,20,1,0,85.1
7,2,3.2,2.89,2,3,0,1,0,83.7
20,2,13.1,3.1,3,2,3,0,0,94.6
8,2,10.6,8.06,2,2,13,1,1,62.3
10,3,7.6,9.35,4,3,22,0,0,75.8
10,2,1.9,6.5,3,1,15,0,0,45.4
12,2,8.1,6.08,3,2,6,0,0,56.6
11,3,1.1,5.63,2,1,9,0,1,65.2
9,1,1.6,7.91,3,3,9,0,1,52.6
15,1,8.1,0.2,3,3,3,0,0,98.0
14,1,5.5,3.59,4,3,11,0,1,67.8
11,2,39.0,5.49,4,2,5,1,1,73.0
10,2,7.1,12.83,2,1,12,0,0,56.2
9,1,21.3,4.74,3,4,20,1,1,79.8
10,2,11.3,8.72,2,2,0,0,0,78.0
10,2,18.3,8.91,5,2,7,0,0,43.8
7,1,4.5,13.19,5,2,22,1,1,49.9
12,2,42.7,13.05,3,1,15,0,0,71.9
18,2,11.3,7.77,3,1,4,0,0,87.8
9,1,26.7,6.1,4,2,6,0,1,50.3
9,2,6.8,5.34,4,1,2,0,0,54.8
4,2,1.6,7.04,3,1,23,0,0,44.0
15,1,16.8,6.26,5,3,20,0,0,64.2
12,1,0.1,10.21,3,2,1,1,0,60.6
8,3,9.7,9.68,3,2,1,0,0,72.7
11,1,3.2,10.37,4,3,19,0,1,48.6
12,1,14.8,13.04,3,4,22,0,0,75.8
11,1,58.3,15.0,4,1,9,0,1,70.1
13,2,9.4,8.5,2,3,19,0,0,70.2
12,2,25.5,12.4,3,2,8,0,1,72.2
15,2,10.6,6.59,2,1,17,0,1,72.7
12,1,10.3,12.74,3,2,5,1,0,45.3
13,3,40.0,12.25,3,2,19,0,1,89.3
4,1,33.1,12.03,5,3,5,1,1,47.3
8,1,23.1,8.38,3,1,9,0,0,46.3
8,1,5.3,5.33,4,2,8,0,0,35.7
9,1,11.8,2.42,3,3,8,0,1,68.2
9,3,3.8,7.84,4,2,2,1,1,76.3
5,3,8.8,14.13,3,3,11,0,0,65.1
5,1,9.9,6.76,3,3,10,1,0,37.0
12,3,26.7,11.14,2,2,13,1,0,82.6
13,2,34.0,11.38,3,4,18,1,0,84.9
8,3,8.0,6.87,3,1,9,0,1,57.1
13,1,0.3,13.27,3,1,18,1,0,44.4
15,2,29.7,0.2,5,2,4,1,0,98.0
7,1,2.9,3.11,4,2,21,0,1,70.4
14,2,14.6,4.34,5,2,8,1,0,67.7
14,1,0.4,4.72,3,2,0,1,0,61.8
9,2,7.7,9.35,5,1,14,0,0,39.6
9,1,64.0,9.16,4,1,23,0,0,76.7
14,1,1.6,9.58,2,3,3,0,0,75.9
18,2,8.3,10.38,3,3,6,0,0,74.8
9,3,5.5,4.2,2,3,5,0,0,70.4
11,2,35.3,3.13,1,3,14,0,1,93.6
12,3,30.5,9.59,2,2,5,0,1,81.9
11,1,4.1,5.48,1,1,6,0,0,45.1
8,2,1.3,1.72,4,2,19,1,0,55.4
11,1,14.8,11.89,3,3,21,0,1,79.0
15,1,6.2,13.58,3,2,2,1,0,71.8
8,2,16.7,14.23,4,1,20,0,1,68.4
7,2,0.5,8.75,4,4,12,1,1,54.5
15,2,2.1,10.5,5,3,1,1,0,70.8
12,2,17.4,13.48,3,2,2,0,0,76.5
11,2,3.6,5.43,3,2,12,0,0,49.9
13,1,29.2,12.44,3,4,8,0,0,72.3
18,1,0.9,9.1,2,1,21,1,1,80.8
12,2,3.6,11.65,2,2,18,1,1,62.7
15,1,98.1,8.74,3,2,17,0,0,84.5
8,1,8.5,13.19,5,2,4,0,0,50.0
14,1,18.2,8.89,1,3,9,0,0,73.1
12,2,3.0,2.06,2,2,13,0,0,78.7
10,1,14.1,13.81,2,1,20,1,1,74.3
11,2,19.4,4.21,4,1,16,0,1,59.3
13,2,5.7,13.01,3,1,2,1,0,69.7
16,1,26.5,7.64,3,2,6,1,0,62.7
16,2,13.9,12.7,2,3,8,1,0,74.3
10,2,7.4,12.54,3,1,4,0,0,63.8
13,2,12.2,9.72,2,2,3,0,0,86.4
9,2,12.9,10.03,3,3,2,0,0,77.9
16,1,2.7,9.69,1,2,12,1,0,64.3
16,2,7.7,0.2,4,2,8,0,1,83.2
15,1,6.3,8.47,3,3,22,0,0,74.7
9,3,7.7,3.54,4,2,6,1,0,66.3
17,2,21.5,8.68,3,2,7,0,1,76.0
8,2,9.9,3.43,3,2,9,0,1,68.6
20,1,42.3,3.26,1,4,0,0,0,98.0
10,1,5.2,14.42,3,2,19,0,0,48.7
14,1,8.1,12.28,3,2,20,0,1,74.2
15,1,23.2,7.98,3,2,20,0,0,71.8
12,1,11.8,8.74,4,1,0,1,0,56.7
11,2,11.9,7.01,4,2,18,1,0,55.2
11,1,0.8,10.28,4,2,1,0,0,56.2
12,3,7.6,5.3,2,1,11,1,0,71.6
10,1,4.7,11.97,3,2,22,0,0,63.7
14,3,109.7,6.99,1,1,12,0,1,98.0
14,3,5.5,6.32,3,2,13,1,1,77.1
14,2,32.4,8.09,3,1,4,0,1,94.4
13,2,16.9,5.64,2,1,2,0,0,75.9
12,1,6.3,9.31,4,3,23,0,0,61.3
6,2,11.8,5.85,3,4,16,0,1,57.3
20,1,27.5,9.87,3,1,0,0,0,81.7
12,1,32.2,12.86,1,2,13,1,0,71.3
12,2,2.6,5.12,3,2,5,0,0,49.4
9,1,6.2,7.48,5,2,16,1,0,37.0
8,2,6.1,9.85,3,2,3,0,0,63.5
12,1,0.6,6.26,5,2,5,0,0,38.2
9,1,13.7,9.86,2,3,0,0,1,71.3
11,1,28.9,10.22,3,1,8,0,0,54.0
13,1,7.2,12.33,4,1,3,1,1,68.5
12,1,20.2,5.58,3,3,8,0,1,63.8
19,1,14.8,4.23,1,3,8,0,0,75.5
5,1,7.1,6.77,3,2,21,0,1,60.9
9,2,2.3,4.13,3,2,12,0,1,62.5
11,1,18.5,10.26,4,2,22,0,0,63.5
10,2,28.9,3.35,4,2,16,0,0,70.7
12,1,17.4,15.0,4,2,20,0,0,64.7
14,3,0.3,13.18,3,2,2,0,1,92.6
9,1,3.7,8.05,2,2,5,1,0,50.5
13,1,1.1,11.47,3,3,19,0,0,51.8
12,2,12.7,1.45,4,3,14,1,0,83.8
13,1,21.2,15.0,5,2,13,0,0,55.8
10,2,1.8,5.64,1,2,12,0,0,65.0
6,1,27.3,7.52,3,2,8,0,0,50.0
15,3,12.2,0.58,3,2,22,0,1,98.0
12,1,17.6,9.95,2,2,14,0,1,66.9
11,1,53.3,3.57,3,3,13,0,1,86.8
9,2,1.3,8.41,3,3,3,0,0,68.7
10,1,34.7,5.82,1,3,10,1,1,79.6
4,2,2.0,3.69,4,3,21,1,0,62.5
16,1,7.5,4.78,4,4,1,1,0,78.2
8,2,28.6,8.9,5,2,15,0,1,60.9
11,1,35.5,2.87,2,4,18,0,0,79.7
15,2,10.6,5.0,3,1,15,0,0,58.2
5,2,13.5,10.65,3,1,6,0,0,41.9
11,1,18.5,15.0,3,2,10,0,0,60.4
19,1,26.8,9.91,3,4,11,0,1,87.0
9,1,1.9,4.33,4,2,3,0,0,58.0
17,3,24.9,6.53,1,1,15,1,1,98.0
15,1,9.8,8.13,5,2,15,1,0,44.3
12,1,9.0,6.6,4,2,6,0,0,39.5
7,1,8.3,11.61,4,2,12,0,0,37.1
9,1,10.7,8.87,4,3,4,1,1,68.1
14,2,43.5,11.63,3,4,0,0,1,98.0
13,3,11.9,6.74,4,3,4,0,0,80.0
11,2,45.9,13.3,3,2,21,0,0,85.3
17,2,3.0,7.33,4,2,13,0,1,62.3
13,2,19.3,4.12,2,2,10,0,0,72.9
9,1,25.1,15.0,2,2,1,1,0,67.4
19,1,17.1,0.7,3,1,23,0,0,98.0
16,2,14.0,5.05,3,3,17,0,0,71.2
12,3,12.5,5.49,3,2,14,0,0,71.9
12,3,29.6,15.0,3,3,13,1,0,78.0
12,1,25.9,15.0,4,4,12,0,1,68.1
13,1,2.0,13.98,3,1,1,0,1,64.6
13,1,28.3,6.68,3,4,18,0,1,76.0
8,3,8.0,15.0,2,3,7,0,0,70.9
20,3,4.4,9.47,3,2,21,0,0,96.7
11,2,30.6,11.91,3,2,16,0,1,75.5
13,1,8.5,8.72,4,2,14,1,1,55.1
11,2,24.8,7.8,2,2,19,1,0,70.5
21,1,4.6,6.99,2,2,20,0,0,81.5
11,1,0.1,7.16,3,1,13,0,1,49.3
9,2,10.3,10.43,3,2,2,0,1,71.4
8,1,1.6,9.47,3,2,16,1,1,44.6
12,1,21.1,7.87,4,1,2,0,1,64.1
16,3,4.8,14.04,3,2,12,1,0,70.4
12,2,8.8,0.2,3,2,17,0,0,82.4
9,1,1.4,10.04,3,2,0,1,1,60.5
15,2,5.1,10.87,2,1,6,1,0,60.9
10,1,22.8,12.59,4,3,22,1,0,67.3
18,2,2.5,7.74,3,2,4,0,1,87.1
6,2,15.6,8.83,3,1,1,0,0,59.9
12,2,37.4,11.94,4,2,16,0,1,80.9
22,2,17.1,13.96,2,2,20,0,1,98.0
12,1,25.0,6.8,4,1,9,0,0,50.3
13,1,1.7,9.07,3,2,3,0,0,61.3
8,1,4.3,14.71,3,3,8,0,0,46.3
10,1,33.7,0.2,4,3,20,0,1,98.0
13,2,18.8,5.24,4,1,10,0,0,57.4
15,1,15.3,13.86,3,3,11,0,0,68.4
11,1,16.3,12.37,4,2,11,0,1,47.2
9,1,8.0,10.09,3,4,17,0,0,52.0
8,3,0.7,6.21,3,1,3,1,0,69.7
8,1,23.0,4.47,1,2,8,0,0,58.8
14,2,17.0,5.64,1,2,7,0,0,70.5
11,1,9.6,14.19,4,1,18,0,1,44.3
13,1,34.5,5.49,1,3,23,0,0,95.1
6,1,6.1,8.41,2,2,12,0,0,40.5
18,2,5.2,4.99,4,1,1,1,1,78.1
11,2,30.9,11.37,1,2,18,0,1,83.2
15,3,23.9,5.85,2,2,13,0,0,82.7
14,1,10.9,7.61,3,1,4,0,1,69.0
12,1,2.1,1.27,3,4,9,0,1,77.4
11,3,3.6,1.55,4,3,23,1,0,92.7
11,1,16.0,8.03,3,2,16,0,1,53.4
15,2,7.3,2.7,3,2,19,1,1,79.9
7,2,27.2,15.0,4,2,15,0,0,58.0
18,1,44.9,0.2,3,3,16,1,1,98.0
12,2,24.6,4.8,3,4,0,0,1,98.0
10,1,7.1,8.07,4,2,20,0,1,61.7
12,1,23.3,6.54,3,3,21,1,0,81.4
